uniprot_accession,signal_peptide,transmembrane,topological_domain,subcellular_location_[cc]
Q9NZI8,,,,"SUBCELLULAR LOCATION: Nucleus. Cytoplasm {ECO:0000269|PubMed:17289661}. Cytoplasm, perinuclear region. Cytoplasm, P-body {ECO:0000269|PubMed:29476152}. Cytoplasm, Stress granule {ECO:0000269|PubMed:17101699, ECO:0000269|PubMed:29476152}. Cell projection, lamellipodium. Cell projection, dendrite {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Cell projection, growth cone. Cell projection, filopodium {ECO:0000250}. Cell projection, axon {ECO:0000250}. Note=In the nucleus, located in discrete foci, coinciding with the sites of ACTB transcription (By similarity). In the cytoplasm, localizes in cytoplasmic mRNP granules. Colocalizes with microtubules in growth cone filopodia and along neurites in neuronal cells (By similarity). Cytoplasmic colocalization with ACTB mRNA is partially lost at the cell periphery, suggesting release of the transcript. In neuronal processes, exhibits fast retrograde and anterograde movements, when associated with ACTB mRNA; this motility is lost when the association is inhibited (By similarity). In hippocampal neurons, predominantly located within dendrites, particularly at dendritic branching points in young cells, compared to axons (By similarity). In axons, predominantly found in axonal branches and their growth cones (By similarity). In motile cells, such as migrating fibroblasts, localizes to leading edges where it colocalizes with microtubules and microfilaments and to retracting tails (By similarity). Dendritic levels are regulated by neuronal activity and glutaminergic signals: they are increased by KCl-induced depolarization, which induces rapid efflux from the cell body into dendrites, and decreased by the NMDA receptor agonist (By similarity). In motile cells, transported towards the leading edge into the cortical region of the lamellipodia where it is connected to microfilaments (By similarity). In response to cellular stress, such as oxidative stress or heat shock, recruited to stress granules, but not to processing bodies. {ECO:0000250}."
Q9NZM5,,,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10196275, ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:20042497, ECO:0000269|PubMed:22292050, ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24923447, ECO:0000269|PubMed:25956029, ECO:0000269|PubMed:27729611, ECO:0000269|PubMed:27829214}. Nucleus, nucleoplasm {ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24923447, ECO:0000269|PubMed:26903295, ECO:0000269|PubMed:27323397}. Note=In the nucleolus may be more specifically localized to the fibrillar center (PubMed:27729611). Mainly nucleolar it relocalizes to the nucleoplasm under specific conditions including ribosomal stress enabling it to interact and regulate nucleoplasmic proteins like p53/TP53 (PubMed:22522597, PubMed:24923447, PubMed:26903295, PubMed:27323397). Also detected in the cytosol (PubMed:24923447, PubMed:27824081). {ECO:0000269|PubMed:22522597, ECO:0000269|PubMed:24923447, ECO:0000269|PubMed:26903295, ECO:0000269|PubMed:27323397, ECO:0000269|PubMed:27729611, ECO:0000269|PubMed:27824081}."
Q9P246,"SIGNAL 1..14; /evidence=""ECO:0000269|PubMed:11463338""","TRANSMEM 219..235; /note=""Helical""; /evidence=""ECO:0000255""","TOPO_DOM 15..218; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 236..746; /note=""Cytoplasmic""; /evidence=""ECO:0000255""","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16860747, ECO:0000269|PubMed:17905723, ECO:0000269|PubMed:18160041}; Single-pass type I membrane protein {ECO:0000269|PubMed:16860747, ECO:0000269|PubMed:17905723, ECO:0000269|PubMed:18160041}. Note=Dynamically translocates from a uniform endoplasmic reticulum distribution to punctual endoplasmic reticulum-plasma membrane junctions in response to decrease in endoplasmic reticulum Ca(2+) concentration."
Q9P275,,,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:19208757, ECO:0000269|PubMed:25775507, ECO:0000269|PubMed:27445338, ECO:0000269|PubMed:36912080}. Cytoplasm {ECO:0000269|PubMed:27445338}."
Q9P289,,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17360971, ECO:0000269|PubMed:27807006}. Golgi apparatus {ECO:0000269|PubMed:15037601, ECO:0000269|PubMed:27807006}. Note=Colocalized with RIPOR1 in the Golgi of serum-starved cells and relocated to cytoplasmic punctae, probably vesicular compartments, along with RIPOR1 upon serum stimulation in a Rho- and PDCD10-dependent manner (PubMed:27807006). {ECO:0000269|PubMed:27807006}."
Q9P2K8,,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9QZ05}.
Q9P2Y5,,,,"SUBCELLULAR LOCATION: Late endosome {ECO:0000269|PubMed:18843052}. Lysosome {ECO:0000269|PubMed:18843052}. Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:28306502}. Early endosome {ECO:0000269|PubMed:18552835, ECO:0000269|PubMed:18843052}. Endoplasmic reticulum {ECO:0000269|PubMed:24056303}. Midbody {ECO:0000269|PubMed:20643123}. Chromosome, centromere {ECO:0000269|PubMed:22542840}. Note=Colocalizes with RAB9-positive compartments involved in retrograde transport from late endosomes to trans-Golgi network. Colocalization with early endosomes is only partial (PubMed:24056303). Recruited to autophagosome following interaction with RUBCNL/PACER (PubMed:28306502). {ECO:0000269|PubMed:24056303, ECO:0000269|PubMed:28306502}."
Q9UBC1,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20829348}. Note=Nuclear localization with a speckled expression pattern in some cells. Colocalizes with CACTIN in the nucleus.
Q9NV96,,"TRANSMEM 50..70; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 326..346; /note=""Helical""; /evidence=""ECO:0000255""","TOPO_DOM 2..49; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 71..325; /note=""Exoplasmic loop""; /evidence=""ECO:0000255""; TOPO_DOM 347..361; /note=""Cytoplasmic""; /evidence=""ECO:0000255""","SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane. Golgi apparatus. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250}. Apical cell membrane {ECO:0000250}."
Q9NW64,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17045351, ECO:0000269|PubMed:21122810, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316, ECO:0000269|PubMed:30705154}. Cytoplasm {ECO:0000269|PubMed:21122810}. Note=Nearly exclusively nuclear. Translocated from the nucleus to the cytoplasm after heat shock cell treatment. May be shuttling between the nucleus and the cytosol. {ECO:0000269|PubMed:21122810}."
Q9NY64,,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 97..117; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 128..148; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 157..177; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 183..203; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 257..277; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 293..313; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 320..340; /note=""Helical; Name=9""; /evidence=""ECO:0000255""; TRANSMEM 368..388; /note=""Helical; Name=10""; /evidence=""ECO:0000255""; TRANSMEM 405..425; /note=""Helical; Name=11""; /evidence=""ECO:0000255""; TRANSMEM 439..459; /note=""Helical; Name=12""; /evidence=""ECO:0000255""","TOPO_DOM 1..25; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 47..70; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 92..96; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 118..127; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 149..156; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 178..182; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 204..256; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 278..292; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 314..319; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 341..367; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 389..404; /note=""Cytoplasmic""; /evidence=""ECO:0000255""; TOPO_DOM 426..438; /note=""Extracellular""; /evidence=""ECO:0000255""; TOPO_DOM 460..477; /note=""Cytoplasmic""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9JJZ1}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:Q9JJZ1}; Multi-pass membrane protein {ECO:0000255}. Note=Principally intracellular. May move between intracellular vesicles and the plasma membrane. The dileucine internalization motif is critical for intracellular sequestration. {ECO:0000250|UniProtKB:Q9JJZ1}.
Q9NYH9,,,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:34516797}."
Q9NZC9,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18805831, ECO:0000269|PubMed:19793862, ECO:0000269|PubMed:19793863}. Note=Recruited to damaged DNA regions. {ECO:0000269|PubMed:18805831, ECO:0000269|PubMed:19793862, ECO:0000269|PubMed:19793863}."
Q9NZN5,,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}. Note=Translocated to the membrane upon stimulation. {ECO:0000305}.
Q9P086,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9P209,,,,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:14654843, ECO:0000269|PubMed:19536135}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:26297806}. Note=Localizes to the centrosome and centrosome-surrounding particles throughout the cell cycle. These particles disappear after microtubules are depolymerized using nocodazole, suggesting that CEP72-associating particles localize in a microtubule- dependent manner."
Q9NUM3,,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 35..55; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 106..126; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 146..166; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 176..196; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 210..230; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 244..264; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 286..306; /note=""Helical""; /evidence=""ECO:0000255""",,"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:19420709}. Cell membrane {ECO:0000269|PubMed:25014355, ECO:0000269|PubMed:34555425}; Multi-pass membrane protein {ECO:0000305}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:25014355, ECO:0000269|PubMed:34555425}. Mitochondrion {ECO:0000269|PubMed:25014355, ECO:0000269|PubMed:34555425}. Nucleus {ECO:0000269|PubMed:25014355}."
Q9NVA2,,,,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Synapse. Cell projection, dendritic spine. Cell projection, axon {ECO:0000250}. Note=Partly colocalizes with stress fibers and microtubules. During bacterial infection, displays a collar shape structure next to actin at the pole of invading bacteria."
Q9NXR5,,,,
Q9NUW8,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15647511}. Cytoplasm {ECO:0000269|PubMed:15647511}.
Q9NV88,,,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15684398, ECO:0000269|PubMed:23904267, ECO:0000269|PubMed:29471365, ECO:0000269|PubMed:39032489, ECO:0000269|PubMed:39032490}. Cytoplasm {ECO:0000269|PubMed:29471365, ECO:0000269|PubMed:39032489, ECO:0000269|PubMed:39032490}."
Q9NSK0,,,,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}."
Q9NZD8,,,,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11113139}. Membrane {ECO:0000269|PubMed:11113139}; Peripheral membrane protein {ECO:0000269|PubMed:11113139}. Endosome membrane {ECO:0000269|PubMed:11113139}; Peripheral membrane protein {ECO:0000269|PubMed:11113139}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:11113139}; Peripheral membrane protein {ECO:0000269|PubMed:11113139}. Note=Partially localized in the cytosol but also accumulated on an intracellular vesicular compartment. Colocalizes with CD4 on endosomal/trans-Golgi network."
Q9NZM3,,,,SUBCELLULAR LOCATION: Cytoplasm.
Q9NTX7,,,,"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Nucleus. Note=Translocates to the nucleus after DNA damage, such as laser-induced DNA breaks, and concentrates at DNA breaks. This translocation requires PARP1 activation and PAR-binding."
Q9NVU0,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:33335104}.
Q9P0V9,,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12711328}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q8C650}. Note=Detected in the annulus of the sperm flagellum and in the neck region in spermatids and mature sperm (By similarity). Using a GFP-fusion protein, detected in the nucleus. {ECO:0000250|UniProtKB:Q8C650, ECO:0000269|PubMed:12711328}."
Q9UBE0,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11481243}.
Q9NXE4,,"TRANSMEM 822..842; /note=""Helical""; /evidence=""ECO:0000255, ECO:0000305|PubMed:18505924""",,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16517606, ECO:0000269|PubMed:18505924, ECO:0000269|PubMed:31495489}; Single-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:16517606}; Single-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000269|PubMed:31495489}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:Q6ZPR5}."
Q9UBF8,,,,"SUBCELLULAR LOCATION: Endomembrane system. Mitochondrion outer membrane; Peripheral membrane protein. Rough endoplasmic reticulum membrane; Peripheral membrane protein. Golgi apparatus {ECO:0000269|PubMed:22124328}. Golgi apparatus membrane {ECO:0000269|PubMed:24672044, ECO:0000269|PubMed:27009356, ECO:0000269|PubMed:28289207}. Cytoplasm, perinuclear region. Note=Found in the outer membrane of mitochondria and membranes of the rough endoplasmic reticulum. Recruited to the Golgi complex by the small GTPase ARF to stimulate the synthesis of phosphatidylinositol 4,5-bisphosphate (PIP2) on the Golgi complex. Recruited to the Golgi apparatus membrane by ACBD3 (PubMed:24672044, PubMed:27009356, PubMed:28289207). GGA2 is also involved in the recruitment (PubMed:28289207). {ECO:0000269|PubMed:24672044, ECO:0000269|PubMed:27009356, ECO:0000269|PubMed:28289207}."
Q9NZB2,,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19015244}. Cell membrane {ECO:0000269|PubMed:19015244}; Peripheral membrane protein {ECO:0000305|PubMed:19015244}; Cytoplasmic side {ECO:0000305|PubMed:19015244}. Note=Translocates from the cytosol to plasma membrane after UV irradiation. {ECO:0000269|PubMed:19015244}.
Q9NWV4,,,,
Q9NTZ6,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9853615}.
Q9NWA0,,,,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9NYF5,,,,
Q9NVZ3,,,,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Colocalizes with AP-2 at the plasma membrane. {ECO:0000250}."
Q9NXU5,,,,
Q9NVM6,,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:D3ZSC8}. Nucleus {ECO:0000250|UniProtKB:D3ZSC8}. Note=Predominantly nuclear. {ECO:0000250|UniProtKB:D3ZSC8}.
Q9UIA9,,,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11024021, ECO:0000269|PubMed:22509282}. Nucleus {ECO:0000269|PubMed:11024021}. Note=Shuttles between the nucleus and the cytoplasm. {ECO:0000269|PubMed:11024021}."
Q9UIF9,,,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q91YE5, ECO:0000305|PubMed:25593309}. Note=Colocalizes with the basal RNA polymerase I transcription factor UBF in the nucleolus. {ECO:0000250|UniProtKB:Q91YE5}."
Q9UKD2,,,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:20083226}. Cytoplasm {ECO:0000269|PubMed:20083226}. Note=Shuttles between the nucleus and the cytoplasm. {ECO:0000269|PubMed:20083226}."
Q9UKK6,,,,SUBCELLULAR LOCATION: Nucleus. Nucleus speckle {ECO:0000305}. Cytoplasm. Note=Shuttles between the nucleus and the cytoplasm.
Q9UKR5,,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 52..72; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 79..99; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 105..125; /note=""Helical""; /evidence=""ECO:0000255""",,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9UL18,,,,"SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:16289642, ECO:0000269|PubMed:20616046}."
Q9UL25,,,,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10887961}; Lipid-anchor {ECO:0000305}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:19745841}. Golgi apparatus membrane {ECO:0000305}. Early endosome membrane {ECO:0000269|PubMed:16525121, ECO:0000269|PubMed:25648148}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:10887961}. Cleavage furrow {ECO:0000269|PubMed:18804435}. Cell projection, neuron projection {ECO:0000250|UniProtKB:P35282}. Note=Colocalizes with ANKRD27 and VAMP7 in neurites (By similarity). In nonpolarized epithelial Caco-2 cells, found in the endoplasmic reticulum; in polarized cells, observed in vesicles in the apical cytoplasm (PubMed:10887961). During mitosis, in mid-telophase, localized in the ingressing cleavage furrow (PubMed:18804435). In late telophase, detected at the opposite poles of the daughter cells, in vesicles at the base of lamellipodia formed by the separating daughter cells (PubMed:18804435). {ECO:0000250|UniProtKB:P35282, ECO:0000269|PubMed:10887961, ECO:0000269|PubMed:18804435}."
Q9ULC3,,,,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P35288}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000250|UniProtKB:P35288}. Cytoplasm {ECO:0000269|PubMed:22365972}. Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:22452336}. Endosome membrane {ECO:0000250, ECO:0000250|UniProtKB:P35288}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle, phagosome membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Recruited to phagosomes containing S.aureus or M.tuberculosis. {ECO:0000269|PubMed:21255211}."
Q9ULV4,,,,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12377779, ECO:0000269|PubMed:19651142, ECO:0000269|PubMed:25074804, ECO:0000269|PubMed:25925950}; Peripheral membrane protein {ECO:0000269|PubMed:19651142, ECO:0000269|PubMed:25074804, ECO:0000269|PubMed:25925950}; Cytoplasmic side {ECO:0000269|PubMed:19651142, ECO:0000269|PubMed:25074804, ECO:0000269|PubMed:25925950}. Cell projection, lamellipodium {ECO:0000269|PubMed:12377779, ECO:0000269|PubMed:19651142}. Cell projection, ruffle membrane {ECO:0000269|PubMed:25074804}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10828594, ECO:0000269|PubMed:12377779, ECO:0000269|PubMed:19651142, ECO:0000269|PubMed:25074804}. Cytoplasm, cell cortex {ECO:0000269|PubMed:10828594, ECO:0000269|PubMed:19651142}. Endosome membrane {ECO:0000269|PubMed:30220460}. Note=All isoforms colocalize with the actin cytoskeleton in the cytosol, and especially in the cell cortex (PubMed:10828594, PubMed:19651142, PubMed:25074804). Colocalizes with F-actin at the leading edge of lamellipodia. Partially colocalizes with microtubules and vimentin intermediate filaments (PubMed:10828594, PubMed:19651142, PubMed:25074804). Localizes to endosome membrane tubules/buds (PubMed:30220460). {ECO:0000269|PubMed:10828594, ECO:0000269|PubMed:19651142, ECO:0000269|PubMed:25074804, ECO:0000269|PubMed:30220460}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane, sarcolemma {ECO:0000269|PubMed:19651142}. Cytoplasm, myofibril, sarcomere {ECO:0000269|PubMed:19651142}. Synapse {ECO:0000269|PubMed:19651142}. Cell membrane {ECO:0000269|PubMed:19651142}; Peripheral membrane protein {ECO:0000269|PubMed:19651142}; Cytoplasmic side {ECO:0000269|PubMed:19651142}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19651142}. Cytoplasm, cell cortex {ECO:0000269|PubMed:19651142}. Note=Colocalizes with the thin filaments of the sarcomere and with the postsynaptic area and the junctional sarcoplasm of motor end plates. Colocalizes with the actin cytoskeleton in the cytosol, and especially in the cell cortex. {ECO:0000269|PubMed:19651142}."
